pump_age,water_tech,water_source,management,district,target,risk_score,risk_pct,#lat_deg,#lon_deg,#water_point_name,#adm2
8.0,#indicator+water_tech,#indicator+water_source,#indicator+management,#adm2+name,0,0.6942713453257372,69.4,#geo+lat,#geo+lon,#country+name,#adm2+name
8.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.7232419717831573,72.3,-1.981402606,30.08347677,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.7232419717831573,72.3,-2.04139572,30.11337565,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.75814324,29.93417419,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.7008794,29.94423625,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.66621084,29.88553958,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.6819505,29.94578863,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.646282147,29.95204755,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.7232419717831573,72.3,-1.973193903,30.0796905,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.7232419717831573,72.3,-1.969377818,30.09880616,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.7232419717831573,72.3,-1.998114809,30.19468472,Rwanda,Kicukiro
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.8107318,30.00464977,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.81100252,30.07369083,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.800440164,30.12356696,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.8245826400000063,30.260968269999996,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.7859776999999966,30.1594329,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.7760586999999994,30.18025320000001,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.715072300000006,29.930673200000005,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.7348275999999967,30.0339835,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.7021092300000071,30.028820850000013,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.7449451,30.06378557,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.6943382600000143,30.011843209999984,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.6476081000000171,30.01253060000001,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.6122860000000077,30.133212499999996,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.49188538,30.00387107,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Rulindo,0,0.42941536887925813,42.9,-1.8535450999999943,29.97110590000002,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.4091365696229732,40.9,-2.0565447000000083,30.207043400000007,Rwanda,Kicukiro
5.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.4091365696229732,40.9,-2.0083091000000186,30.078537799999978,Rwanda,Kicukiro
26.0,Public Tapstand,Piped Water,unknown,Kicukiro,1,0.8466432596655176,84.7,-2.027131666666667,30.11662666666667,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.7232419717831573,72.3,-2.00309165,30.19083407,Rwanda,Kicukiro
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.9054313000000016,29.98577240000001,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.82648297,29.98200028,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.7370892000000182,29.938543599999996,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.72417613,29.95975829,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.683002100000008,29.93984660000001,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.65471615,29.90632088,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.666613625,29.96844698,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.4091365696229732,40.9,-2.0424124300000095,30.114010980000003,Rwanda,Kicukiro
5.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.4091365696229732,40.9,-2.003921400000002,30.178719699999988,Rwanda,Kicukiro
5.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.4091365696229732,40.9,-2.0215351000000132,30.219484900000005,Rwanda,Kicukiro
13.0,Public Tapstand,Piped Water,unknown,Rulindo,1,0.1878255253021136,18.8,-1.9023433,29.96816666,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.83562068,29.93061171,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.4091365696229732,40.9,-1.9947659000000089,30.06006295000001,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.7232419717831573,72.3,-1.985613388,30.08280987,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.76825308,29.94113119,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.78374098,29.97387636,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.74765197,29.92415349,Rwanda,Rulindo
36.0,Public Tapstand,Piped Water,unknown,Kicukiro,1,0.5961685576550249,59.6,-1.9635833333333332,30.075233333333337,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.72872357,29.93336721,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.7072037000000149,29.941710000000015,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.65033104,29.88289289,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.4091365696229732,40.9,-1.9980892999999973,30.1950485,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.668847001,29.9588779,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.63105886,29.89391109,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.7232419717831573,72.3,-1.996299792,30.21837687,Rwanda,Kicukiro
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.6483014000000156,29.915187999999997,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.4091365696229732,40.9,-1.985929500000015,30.22200270000001,Rwanda,Kicukiro
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.6445944000000012,29.9731953,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.809846171,30.09878146,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.774627639,30.09129623,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.7232419717831573,72.3,-1.97756402,30.07980008,Rwanda,Kicukiro
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.7624623599999945,30.23014256000001,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.7232419717831573,72.3,-1.980631541,30.11264564,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.699988853,30.00782327,Rwanda,Rulindo
19.0,Public Tapstand,Piped Water,unknown,Kicukiro,1,0.8404109684048311,84.0,-1.9616874749343425,30.116091939211977,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.66006401,30.00575482,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.6706375099999944,30.090101140000005,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.642296152,30.01112787,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.634697780000004,30.040094720000003,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.83634317,30.03590515,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.57712965,30.074883,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.745066252,30.10183774,Rwanda,Gicumbi
15.0,Public Tapstand,Piped Water,unknown,Kicukiro,0,0.8515596146646788,85.2,-2.0366498612049666,30.111568644366137,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.707997772,30.2596204,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.656409299,30.12423913,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.654938308,30.20026857,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.6439421200000144,30.024677860000004,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.6424792000000141,30.001783600000007,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.6266083000000167,30.0049191,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.643321102,30.12975571,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,0,0.6553695175834133,65.5,-1.597282752,29.94921177,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,0,0.6553695175834133,65.5,-1.466358736,29.99322035,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.58766917,30.07539536,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.5802526800000158,30.069482230000006,Rwanda,Gicumbi
26.0,Public Tapstand,Piped Water,unknown,Kicukiro,0,0.8466432596655176,84.7,-1.9813051756154032,30.075497274954586,Rwanda,Kicukiro
13.0,Public Tapstand,Piped Water,unknown,Kicukiro,0,0.8353606985038643,83.5,-1.9817966666666669,30.080895,Rwanda,Kicukiro
25.0,Kiosk,Piped Water,unknown,Kicukiro,0,0.879479351358001,87.9,-1.9732416666666666,30.079605,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.459076384,30.0519966,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Kicukiro,0,0.7232419717831573,72.3,-1.97229675,30.13885488,Rwanda,Kicukiro
11.0,Public Tapstand,Piped Water,unknown,Kicukiro,0,0.8242188865255408,82.4,-2.0278750000000003,30.125661666666662,Rwanda,Kicukiro
16.0,Kiosk,Piped Water,unknown,Kicukiro,0,0.8052851566542925,80.5,-1.9827516666666667,30.158955,Rwanda,Kicukiro
8.0,Public Tapstand,unknown,unknown,Rulindo,0,0.6088340195620978,60.9,-1.668765809,29.95875926,Rwanda,Rulindo
13.0,Public Tapstand,Piped Water,unknown,Kicukiro,0,0.8353606985038643,83.5,-1.9953566666666664,30.076281666666667,Rwanda,Kicukiro
5.0,Public Tapstand,unknown,unknown,Gicumbi,0,0.5911085120721807,59.1,-1.6675357000000068,30.142298899999993,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Rulindo,0,0.6088340195620978,60.9,-1.614391463,30.02458617,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Gicumbi,0,0.6553695175834133,65.5,-1.646578403,30.13948102,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,0,0.6553695175834133,65.5,-1.538446262,30.14385517,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,0,0.6553695175834133,65.5,-1.464980501,30.05335198,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Gicumbi,0,0.5911085120721807,59.1,-1.7090297000000085,30.196517199999988,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,0,0.6553695175834133,65.5,-1.647626257,30.0127329,Rwanda,Gicumbi
12.0,Hand Pump - India Mark,Borehole/Tubewell,unknown,Ruhango,1,0.004445887436635654,0.4,-2.160833333,29.8618,Rwanda,Ruhango
7.0,unknown,Protected Well,unknown,Bugesera,1,0.00314843892803085,0.3,-2.333309,30.051953,Rwanda,Bugesera
8.0,unknown,Rainwater Harvesting,unknown,Kicukiro,1,0.381386075365046,38.1,-2.018905436,30.07445165,Rwanda,Kicukiro
5.0,Public Tapstand,Protected Well,unknown,Kicukiro,1,0.020025615323831736,2.0,-2.0241252699999985,30.1137703,Rwanda,Kicukiro
43.0,unknown,Protected Well,unknown,Rulindo,1,0.08720836434409895,8.7,-1.8875283333333335,29.957903333333334,Rwanda,Rulindo
5.0,Public Tapstand,Protected Well,unknown,Rulindo,1,0.4668699370214914,46.7,-1.8041820900000152,29.983082179999997,Rwanda,Rulindo
29.0,unknown,Protected Well,unknown,Rulindo,1,0.04084628142368707,4.1,-1.791427222222222,29.945181944444446,Rwanda,Rulindo
12.0,unknown,Protected Well,Community Management,Rulindo,1,0.0401104904020112,4.0,-1.7578594528312574,29.9341885892748,Rwanda,Rulindo
8.0,unknown,Borehole/Tubewell,unknown,Ruhango,1,0.5254922320723927,52.5,-2.1332188,29.8948488,Rwanda,Ruhango
14.0,unknown,Protected Well,unknown,Rulindo,1,0.10121371872576501,10.1,-1.7643630555555556,29.96091472222222,Rwanda,Rulindo
28.0,unknown,Protected Well,unknown,Rulindo,1,0.08387280796021801,8.4,-1.747280546499952,29.91035957456895,Rwanda,Rulindo
40.0,unknown,Protected Well,unknown,Rulindo,1,0.416523601541422,41.7,-1.7262133333333334,29.925964999999998,Rwanda,Rulindo
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.6707761000000108,29.94361969999999,Rwanda,Rulindo
30.0,unknown,Protected Well,unknown,Rulindo,1,0.03848969929514989,3.8,-1.6822102777777777,29.942146944444445,Rwanda,Rulindo
44.0,unknown,Protected Well,unknown,Rulindo,1,0.14916156994134644,14.9,-1.6746063888888887,29.987205555555555,Rwanda,Rulindo
16.0,unknown,Protected Well,unknown,Rulindo,1,0.08064445061676606,8.1,-1.7129975,29.918359722222224,Rwanda,Rulindo
29.0,unknown,Protected Well,unknown,Rulindo,1,0.04084628142368707,4.1,-1.6463933333333336,29.915448333333334,Rwanda,Rulindo
26.0,unknown,Protected Well,unknown,Rulindo,1,0.15391247184019097,15.4,-1.6445352777777777,29.947757777777777,Rwanda,Rulindo
26.0,unknown,Protected Well,Community Management,Rulindo,1,0.41011051088794825,41.0,-1.6330916666666666,29.90185,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.84248416,29.9875148,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.588545008,29.99022513,Rwanda,Gicumbi
8.0,unknown,Rainwater Harvesting,unknown,Kicukiro,1,0.381386075365046,38.1,-1.988630559,30.08340755,Rwanda,Kicukiro
8.0,Hand Pump - Afridev,Protected Well,unknown,Kicukiro,1,0.524852267887464,52.5,-1.985736618,30.08372043,Rwanda,Kicukiro
8.0,unknown,Protected Well,unknown,Kicukiro,1,0.4930239632249813,49.3,-1.967731731,30.07089341,Rwanda,Kicukiro
13.0,Hand Pump - Afridev,Borehole/Tubewell,unknown,Rwamagana,1,0.0023199624677457953,0.2,-1.95635,30.2434,Rwanda,Rwamagana
86.0,unknown,Protected Well,unknown,Rulindo,1,0.008937167408904712,0.9,-1.6739916666666668,29.958440000000003,Rwanda,Rulindo
28.0,unknown,Protected Well,unknown,Rulindo,1,0.08387280796021801,8.4,-1.8067125,30.02945111111111,Rwanda,Rulindo
18.0,Hand Pump,Sand or Sub-surface Dam,Private Operator/Delegated Management,Rulindo,1,0.10269639173511635,10.3,-1.8152916666666667,30.060401944444447,Rwanda,Rulindo
5.0,unknown,Protected Well,unknown,Rulindo,1,0.008564511579654988,0.9,-1.8189379000000025,30.115083800000015,Rwanda,Rulindo
23.0,unknown,Protected Well,unknown,Rulindo,1,0.1487144157836966,14.9,-1.8001105555555557,30.104656666666667,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Rulindo,1,0.3717300062976705,37.2,-1.776925026,30.07967523,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Burera,1,0.026333864879949043,2.6,-1.47844,29.98073167,Rwanda,Burera
8.0,Hand Pump,Sand or Sub-surface Dam,Private Operator/Delegated Management,Gicumbi,1,0.008014484946845868,0.8,-1.78169231,30.17385334,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.7806329000000025,29.92237179999999,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.774244461,30.22390786,Rwanda,Gicumbi
23.0,unknown,Protected Well,unknown,Rulindo,1,0.1487144157836966,14.9,-1.8635375,30.029968888888888,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Rulindo,1,0.3717300062976705,37.2,-1.826211292,30.03362192,Rwanda,Rulindo
5.0,unknown,Protected Well,unknown,Gicumbi,1,0.022444888892706905,2.2,-1.733321099999994,30.09254770000001,Rwanda,Gicumbi
5.0,unknown,Protected Well,unknown,Gicumbi,1,0.022444888892706905,2.2,-1.717385099999996,30.085369999999998,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Rulindo,1,0.42941536887925813,42.9,-1.7360815000000083,29.964585499999995,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.737507213,30.17281846,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.858367215,29.9337436,Rwanda,Rulindo
12.0,Hand Pump - India Mark,Borehole/Tubewell,unknown,Gatsibo,1,0.6330738677879628,63.3,-1.727,30.393,Rwanda,Gatsibo
30.0,unknown,Protected Well,unknown,Rulindo,1,0.03848969929514989,3.8,-1.7705366666666666,30.05596666666667,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.693349673,30.0761766,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.66516,30.06032833,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.663534608,30.08102348,Rwanda,Gicumbi
5.0,unknown,Protected Well,unknown,Gicumbi,1,0.022444888892706905,2.2,-1.6964372400000167,30.149587220000008,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.774683354,30.22576629,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.756081264,30.2206397,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Kicukiro,1,0.4091365696229732,40.9,-1.9977168,30.0925107,Rwanda,Kicukiro
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.674958275,30.15797327,Rwanda,Gicumbi
5.0,unknown,Protected Well,unknown,Gicumbi,1,0.022444888892706905,2.2,-1.7245320000000142,30.083642499999993,Rwanda,Gicumbi
12.0,Hand Pump,Sand or Sub-surface Dam,Private Operator/Delegated Management,Rulindo,1,0.7183694442361668,71.8,-1.6779849999999998,30.044967222222223,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.61302644,30.08781954,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.603268072,30.09391518,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.651270453,30.08264983,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.688121371,30.10869793,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.853841873,29.97783045,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.593087379,30.0483298,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.656343023,30.12412028,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.61528758,29.92816069,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.6931021,30.15020093,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.568850838,30.00110822,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.813354889,30.08364815,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.590249433,30.06294949,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.8096330000000012,30.190176899999987,Rwanda,Gicumbi
28.0,unknown,Protected Well,unknown,Rulindo,1,0.08387280796021801,8.4,-1.645370049418075,30.036235475256432,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.741416949,29.93798244,Rwanda,Rulindo
28.0,unknown,Protected Well,unknown,Rulindo,1,0.08387280796021801,8.4,-1.6389864532020595,30.04010376974328,Rwanda,Rulindo
38.0,unknown,Protected Well,unknown,Rulindo,1,0.2022139463148589,20.2,-1.63117,30.01729222222222,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.797527709,30.09982192,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.621497706,30.06543212,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.557751046,30.13980051,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.637651667,30.11488167,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.54373372,30.04470093,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.7898958899999937,30.249328959999985,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.630994542,30.19619422,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.610010919,30.15977015,Rwanda,Gicumbi
5.0,unknown,Protected Well,unknown,Gicumbi,1,0.022444888892706905,2.2,-1.5045633000000167,30.098174500000006,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.59189378,30.04368823,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.7273574000000183,30.171721219999995,Rwanda,Gicumbi
5.0,unknown,Protected Well,unknown,Gicumbi,1,0.022444888892706905,2.2,-1.578029850000016,30.00009371000001,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.575096003,30.01536015,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.697606753,30.02813128,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.649938361,29.93646931,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.560690088,30.09109311,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.551014171,30.06216022,Rwanda,Gicumbi
5.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.5911085120721807,59.1,-1.6195976000000103,30.003021099999994,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.593610718,30.15680743,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Rulindo,1,0.6088340195620978,60.9,-1.62580104,29.92817552,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.627960272,30.11943653,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.442061667,30.02435333,Rwanda,Gicumbi
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.577562782,30.01497775,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.441284465,30.07882917,Rwanda,Gicumbi
8.0,unknown,Protected Well,unknown,Gicumbi,1,0.2297284038152635,23.0,-1.54595399,30.13688517,Rwanda,Gicumbi
10.0,unknown,Borehole/Tubewell,unknown,Ruhango,0,0.5081032045294142,50.8,-2.204783,29.737667,Rwanda,Ruhango
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.538990796,30.16151904,Rwanda,Gicumbi
29.0,unknown,Protected Well,unknown,Rulindo,0,0.04084628142368707,4.1,-1.6755716666666667,29.897978333333338,Rwanda,Rulindo
8.0,Public Tapstand,unknown,unknown,Gicumbi,1,0.6553695175834133,65.5,-1.405858417,30.0745652,Rwanda,Gicumbi
5.0,Public Tapstand,Protected Well,unknown,Rulindo,0,0.4668699370214914,46.7,-1.678570200000013,29.930652100000003,Rwanda,Rulindo
8.0,unknown,Protected Well,unknown,Rulindo,0,0.3717300062976705,37.2,-1.6168899999999997,29.934128333333334,Rwanda,Rulindo
